r NN 1
p NP 1 NN 29
Tumor NN 4
safeguard VB 2 NN 3
mono-iodotyrosine NN 3
pertained VBD 1
y NN 1
x NN 2
president's NN$ 5
holster NN 10
consumption NN 18
injecting VBG 5
five-and-a-half CD 1
jurisdictional JJ 3
rocket-bombs NNS 1
coolheaded JJ 1
Duchess NN 1
Savoyards NPS 2
Plato's NP$ 13
whipple NP 1
prevot NP 3
dozens NNS 11
Franklin's NP$ 1
advises VBZ 2
adviser NN 6
Leesona-Holt NP 2
regimentation NN 1
timid JJ 5
much RB 212 AP 491 QL 229
relict NN 1
muck NN 1
Snowball NN 1
middle- JJ 4
coagulating VBG 1
fewer JJR 3 AP 30
update VB 1
small-town NN 6
suspicions NNS 7
smolders VBZ 1
suffragettes NNS 1
muff NN 1
Mynheer NP 2
jalopy NN 1
vade VB 2
$25-a-plate NN 1
IOCS NN 2
quietness NN 3
undamaged JJ 1
Tatian NP 1
Colored VBN 1
re-emerged VBD 1
U.N.-chartered JJ 1
Patrick's NP$ 3
Minnesota NP 12
Trouble NN 3
gelatin-like JJ 1
Star-Spangled JJ 1
Hearts NNS 2
injection NN 7
brittle JJ 3
minimize VB 16
Rumscheidt NP 1
Starbird NP 4
hello UH 5
middles NNS 1
convoy NN 3
hells NNS 1
insurgence NN 1
suspicious JJ 13
malformed JJ 4
dollar-and-cents JJ 1
Coombs NP 9
thyronine NN 1
visually RB 4
Hearst NP 42
discrepancy NN 11
judiciaries NNS 1
unhappiest JJT 1
phyla NNS 1
pulverized VBN 1 VBD 1
vibes NNS 1
vicissitudes NNS 1
rascal NN 1
castorbean NN 1
age-and-sex NN 2
lumen NN 2
yachting VBG 2
taffy NN 1
Marchand NP 1
mechanistic JJ 1
two-tail JJ 1
advisability NN 4
var. NN 1
technician NN 5
muse NN 2
Muck's NP$ 1
primping VBG 1
Browne NP 1
careworn JJ 1
cut-to-a-familiar-pattern JJ 1
discourses NNS 2
retort VB 2 NN 2
Bourbons NPS 6
helps NNS 2 VBZ 28
Swiss NPS 5 JJ 9
hormones NNS 2
first-class JJ 5 NN 1
fine-looking JJ 5
Scarborough NP 1
built-detergent NN 1
mustache NN 5
pencils NNS 4
steeples NNS 4
manufacturing VBG 20 NN 2
exteriors NNS 1
Amenitskii NP 1
shunning VBG 1
Faithful NNS 1
Really RB 4
mule NN 4
potters NNS 8
reinvigoration NN 1
starkly RB 1
pottery NN 16
unthaw VB 1
sixteenth OD 10
analyst NN 7
unrecognized JJ 2
Proust NP 1
plunging VBG 3
Jarrodsville NP 6
$700 NNS 4
inaudible JJ 2
joyride NN 2
vain JJ 10
disregarding VBG 3
Harper's NP$ 5
deloused VBN 1
helva NP 4
defensive JJ 17
microbial JJ 1
sidesteps VBZ 1
prisoner NN 7
symbolic-sounding JJ 1
interstellar JJ 5
mass-production NN 1
assailant NN 2
flailing VBG 3
postmaster NN 2
pervasive JJ 4
Automatic JJ 1
whipped VBN 5 VBD 7
dessier VB 1
fought VBN 22 VBD 23
advisor NN 1
Swedish JJ 7
handhold NN 1
enslave VB 2
retold VBD 1
Keys's NP$ 2
weaning VBG 1
piepsam's NP$ 1
metabolite NN 6
Honan NP 2
diethylstilbestrol NN 4
$740 NNS 1
weighty JJ 4
Noyon-la-Sainte NP 1
Asians NPS 1
secondly RB 5
jawbone NN 1
loader NN 1
potted VBN 3
admirable JJ 10
seedcoat NN 1
tip-toe NN 1
$750 NNS 3
Satires NNS 2
warren NP 5 NN 1
Grabski NP 1
$754 NNS 1
loaded VBN 21 VBD 1
dispersement NN 1
Longue NP 3
Mexico NP 19
warred VBD 1
Lennie NP 1
Adirondacks NPS 1
binders NNS 2
admirably RB 5 QL 1
drib-drool NN 1
Cimoli NP 1
ancillary JJ 2
iron VB 1 JJ 1 NN 35
twister-coners NNS 1
graduation NN 11
conceiving VBG 2
notched-stick NN 1
$720 NNS 1
haltingly RB 2
localities NNS 4
tilts VBZ 2
metabolism NN 2
Dillon NP 11
Hondo NP 1
graduating VBG 6 NN 1
stochastic JJ 1
gland NN 9
strolled VBD 4
orphans NNS 1
halvah NN 1
Irenaeus' NP$ 1
invested VBN 11
tilth NN 1
lulls NNS 1
walkin' VBG 1
must NIL 1 MD 1003 NN 4
Kennan's NP$ 3
Weigle NP 1
sewers NNS 4
churchyard NN 6
parings NNS 2
encomiums NNS 1
Adelia NP 4
marshal VB 2 NN 3
mute JJ 3
vase NN 4
determinable JJ 1
sequestration NN 1
vasa NN 2
ex-marine NN 1
Joseph's NP$ 2
January's NP$ 1
Advisory JJ 14
Brahmaputra NP 2
vary VB 34
rumor NN 6
breaching VBG 2
soothe VB 2
unlikely JJ 21
shabby JJ 5
Inspections NNS 1
hypertrophy NN 2
walking VBG 54
Eustis NP 3
lakes NNS 7
pectoralis NN 2
Bourguiba NP 1
all-time JJ 3
woolgather VB 1
vast JJ 61
scarecrowish JJ 1
unfriendly JJ 6
cleanups NNS 1
shuddering VBG 3
helper NN 6
helped VBN 26 VBD 40
accompaniment NN 8
torrent NN 4
rummy NN 1
buckskin's NN$ 1
Sherlock NP 4
Histochemistry NN 3
Acting-President NN 1
undergrowth NN 1
thermoplastic NN 1
Cotter's NP$ 1
Players NNS 3
Dundeen NP 1
pseudo-scientific JJ 1
fervent JJ 5
yourself PPL 67
calibrations NNS 1
classificatory JJ 1
punditry NN 1
insecurity NN 5
Armenian JJ 1
befits VBZ 1
brannon NP 9
Excuse VB 4
Swift NP 19
interglacial JJ 1
culture NN 56
vacuuming VBG 2
contours NNS 15
backward JJ 5 RB 16
operates VBZ 15
complexity NN 14
Waist-High JJ 1
operated VBN 19 VBD 8
Balafrej NP 5
Tunis NP 1
Berger's NP$ 4
scalar JJ 2
automation NN 6
celebrations NNS 2
hallmark NN 3
geographically RB 6
lilacs NNS 3
verbal JJ 20
level-headed JJ 2
luscious JJ 2
deacon NN 2
$3,675 NNS 1
Thomas' NP$ 5
scudding VBG 2
chandelier NN 3
fortune-happy JJ 1
Center's NN$ 1
Remember VB 9
jacketed VBN 3
bicycle NN 5
yachtel NN 2
Gaither NP 1
unexpended JJ 1
unavoidably RB 2 QL 1
Honey NN 3
wanta VB+TO 1
unavoidable JJ 7
oneness NN 2
Trimble NP 3
undoing VBG 1 NN 1
wants NNS 8 VBZ 64
Grahamstown NP 1
retrace NN 1
discouragement NN 3
nigras NNS 1
dissolve VB 5 NN 1
Adelos NP 1
Gauleiter NN 1
Nazism NP 1
Desprez NP 1
promptings NNS 1
nests NNS 3
Bostonians NPS 1
interfere VB 9
WWRL NN 1
best-looking JJT 1
raymond NP 4
200-man JJ 1
glass NN 96
philosophers NNS 9
certificates NNS 1
snails NNS 1
carloads NNS 1
rites NNS 4
Dances NNS 1
rumen NN 2
microscopically RB 6
stratified VBN 2
glare VB 1 NN 6
complexion NN 6
Ullman NP 1
Beauty's NN$ 1
morphology NN 2
second-floor NN 1
weights NNS 10 VBZ 1
deprive VB 3
operatic JJ 5
tailback NN 1
pillar NN 2
withstands VBZ 1
concentric JJ 2
haddix NP 1
wheare WRB 1
<END> <END> 57340
cozy JJ 1
Bush NP 4
briefing VBG 1 NN 1
self-deluded JJ 1
Cross NP 1 NN 10
Hal's NP$ 1
seamless JJ 1
snob-clannish JJ 1
$57,500 NNS 1
thrones NNS 1
Bust NN 1
marauders NNS 1
seizing VBG 1
arylesterases NNS 1
Partlow's NP$ 1
discovers VBZ 3
Republicanism NP 4
snakes NNS 23
Rockaways NPS 1
tiled VBN 4
Nonconformists NNS 1
mounts NNS 5 VBZ 3
impress VB 3 NN 1
timothy NP 4
endangered VBN 1
disorderly JJ 3
snaked VBD 3
nothin' PN 4
ex-jazz NN 1
discovery NN 35
owners NNS 34
Butt NP 1
Period NN 2
deserve VB 12
pillow NN 8
dactyls NNS 1
flashed VBN 4 VBD 12
disappointing JJ 7
vesicular JJ 1
hoo-pig UH 1
moodily RB 1
flashes NNS 9
seizin' VBG 2
Tulln NP 1
Grzesiak NP 1
closed-circuit JJ 1
weighed VBN 5 VBD 11
washed-out JJ 1
Stubblefield NP 4
antitrust JJ 1
Pembroke NP 2
Rhine NP 7
nothing PN 401
Lorraine NP 1
Valente NP 1
Symposium NN 6
Syndic NN 1
edition NN 36
Taiwan NP 7
haggard JJ 2
Alberto NP 2
communicating VBG 6 NN 1
mantel NN 3
straightened VBN 4 VBD 15
Tech. NP 2
Krapp's NP$ 1
unsightly JJ 1
orzae NP 1
stropped VBD 1
comically RB 2
editing VBG 3 NN 2
coup NN 4
'' '' 8789
eager JJ 27
Tulip NN 1
Crowd NN 1
Chandler NP 27
script NN 11
Staffe NP 4
Crown NN 2
semantically RB 2
Honor NN 2
locales NNS 4
cove NN 1
Crows NPS 1
comprise VB 11
sunken JJ 2
long-bodied JJ 1
crucified VBN 1 VBD 1
$1 NNS 5 NN 9
$3 NNS 2 NN 1
deceived VBN 4 VBD 1
$2 NNS 7 NN 1
$4 NNS 5
$5 NNS 6 NN 1
Sarasate NP 1
organization NN 111
$6 NNS 1
tiles NNS 6
$7 NNS 3
$8 NNS 2
$9 NNS 2
deegan NP 3
touched VBN 18 VBD 24
deceives VBZ 1
wBAI NP 2
certitudes NNS 1
Immigration NN 3
audio JJ 1 NN 1
communication NN 67
touches NNS 9 VBZ 5
audit NN 4
tagua NN 1
cows NNS 16
Buzz NP 6
valves NNS 4
mantic JJ 1
beasts NNS 2
beckoning VBG 1 NN 1
well-received JJ 1
snatches NNS 2 VBZ 1
Ceremonial JJ 1
finger-paint VB 1
Objects VBZ 1
halted VBN 2 VBD 10
halter NN 1
Perier NP 3
shaded VBN 5 VBD 1
lower-middle-class NN 3
alignments NNS 1
combine VB 15 NN 2
sloshed VBD 1
shades NNS 11
Lizzy NP 2
Himself PPL 4
Viscount NP 3
sarcolemmal JJ 1
photochemical JJ 7
combatted VBN 1
stripes NNS 4
magnificently RB 6 QL 1
non-exempt JJ 1
exceeded VBN 3 VBD 2
disarray NN 2
mizell NP 1
snatched VBN 2 VBD 9
early-season NN 1
Purchase NN 2
disordered VBN 3
SAAMI NN 2
lewdly RB 1
follower NN 3
interchanges NNS 2
exemplifies VBZ 1
mantle NP 12 NN 2
Mobutu NP 1
Carsten NP 1
followed VBN 81 VBD 91
good-natured JJ 4
co-ordinating VBG 1
scratchiness NN 1
20-degrees-C NNS 1
chromatics NNS 1
striped VBN 5
pointless JJ 1
sailorly JJ 1
combing VBG 1
30,000 CD 5
$8.5 NNS 1
garth's NP$ 1
larger JJR 122
guessing VBG 8
it's PPS+BEZ 226 PPS+HVZ 5
co-ordination NN 2
snapping VBG 8 NN 1
basophilic JJ 2
Rowlands' NP$ 1
Pompano NP 1
it'd PPS+MD 2 PPS+HVD 1
Overt JJ 1
Kobayashi NP 1
Fulton NP 15
forefeet NNS 1
exemplified VBN 3
self-dramatization NN 1
equity NN 5
Bookwalter NP 1
Membership NN 4
surpluses NNS 4
deserts NNS 3 VBZ 2
decried VBD 2
Tulsa NP 1
conservative-liberal JJ 1
gather VB 19
Vilas NP 1
Hutchins' NP$ 1
lambs NNS 7
Hubert NP 3
exorcise VB 1
$800 NNS 6
controlled VBN 34 VBD 5
usurious JJ 1
coexistence NN 11
decries VBZ 1
relative JJ 45 NN 1
Bosis' NP$ 1
Vermont NP 21
war's NN$ 3
sideboards NNS 1
controller NN 1
Burning VBG 2
Creole NP 1
marrowbones NNS 1
loafed VBD 1
Galtier NP 1
conjunction NN 16
investor NN 1
busted VBN 3
testimonials NNS 1
induces VBZ 3
paunchy JJ 2
Ironpants NN 1
immensely RB 5 QL 4
induced VBN 12 VBD 1
indifferent JJ 11
generator NN 14
treated VBN 64 VBD 11
hot-blooded JJ 1
McLauchlin NP 1
fantods NNS 1
salvaging VBG 2
Folded VBN 1
stuffy JJ 2
Cramer NP 1
Strings NNS 2
Upholds VBZ 1
-- -- 3431 NIL 1
Provincial JJ 1
loosen VB 3
runner NN 1
antiphonal JJ 1
breeches NNS 1
2a CD 1
redeem VB 2
viselike JJ 1
35 CD 18
Bucs NPS 1
36 CD 10
33 CD 7
34 CD 21
Nordstrom NP 1
39 CD 5
37 CD 7
38 NIL 4 CD 7
bustle NN 2
danced VBN 2 VBD 8
4- CD 1 NN 1
staring VBG 26
geocentric JJ 2
43 CD 5
magic-practicing JJ 1
42 CD 16
41 CD 11
40 CD 40
4' NNS 1
nonreactors NNS 2
2d CD 1 OD 3
Budd NP 5
4% NN 1
near-blind JJ 1
dancer NN 31
Dionysian JJ 2
dances NNS 20 VBZ 2
SAC's NN 1
22 CD 46
23 CD 47
organized VBN 52 VBD 4
DLINE NN 3
24 CD 48
25 CD 82
26 CD 32
shacks NNS 1
27 CD 26
relive VB 2
28 CD 21
29 NIL 1 CD 22
upheld VBN 1 VBD 5
Buck NP 14 NN 1
Adaptaplex NP 1
30 CD 112
wound-tumor NN 1
32 CD 13
31 CD 38
organizes VBZ 1
1a CD 1
pistol-packing JJ 1
3% NN 3
19 CD 32
gordin NP 1
17 CD 41
18 CD 55
excellently RB 4 QL 1
15 CD 113
16 CD 54
13 CD 49
14 CD 56
11 CD 62
12 CD 96
21 CD 47
allegations NNS 5
20 CD 92
20,000 CD 5
1M JJ 1
pants-legs NNS 1
2' NNS 1
store-front NN 1
2% NN 9
08 CD 2
Allison's NP$ 1
eighty-fifth OD 2
05 CD 3
10 CD 152
imaginings NNS 1
plots NNS 7 VBZ 1
half-hour NN 8
1% NN 2
$3.50 NNS 1
relating VBG 20
good-night UH 1
amanuensis NN 1
burgomaster's NN$ 1
dignitaries NNS 3
78 CD 2
recording VBG 15 NN 14
77 CD 5
equine NN 1
adulterous JJ 1
6a CD 1
7A CD 1
Angelo's NP$ 2
8% NN 2
mark's NP$ 1
epoch-making JJ 1
hit-run JJ 2
quick-drying JJ 1
82 CD 1
83 CD 3
80 CD 18
81 CD 3
microfilm NN 2
86 CD 6
87 CD 2
85 CD 10
Current JJ 1
67 CD 1
66 CD 2
assigns VBZ 4
69 CD 7
68 CD 6
generates VBZ 5
relation NN 63
submachine JJ 3
spleen-crushing JJ 1
incapacitated VBN 2
Atlantica NP 1
7% NN 2
properly RB 55
full-of-the-moon NN 1
generated VBN 9 VBD 2
lunatic-fringe NN 1
insurgents NNS 1
70 CD 24
suppers NNS 1
71 CD 10
72 CD 10
73 CD 4
74 CD 6
75 CD 20
Bugs NP 3
76 CD 5
princes NNS 2
Theology NN 1
59 CD 3
58 CD 4
57 CD 10
56 CD 6
Substantive JJ 1
Ter-Arutunian NP 1
55 CD 9
6% NN 3
engineering VBG 31 NN 9
6- CD 1
Greyhound NP 1
2-score-year JJ 1
sailed VBN 3 VBD 7
6' NN 1
allocation NN 17
pug-nosed JJ 1
reverence VB 1 NN 4
64 CD 3
65 CD 13
62 CD 2
63 CD 5
60 CD 46
61 CD 4
21-inch JJ 2
Minister NN 15
popularity NN 17
49 CD 3
48 CD 10
45 CD 14
crucial JJ 30
deliberations NNS 7
fusiform JJ 1
44 CD 3
47 CD 9
skylarking VBG 1
Realty NN 1
46 CD 9
Wanderjahr NN 1
mounds NNS 1
bronchi NNS 3
5% NN 6
beaten VBN 15
51 CD 4
52 CD 4
53 CD 5
relish VB 3 NN 5
54 CD 3
5- CD 1
eyebrows NNS 9
50 CD 61
ten-hour JJ 1
consumptive JJ 3
McCullers NP 2
conducts NNS 1 VBZ 3
Bull NN 1
sailor NN 4
Messinesi NP 1
hopper NN 2
dropouts NNS 3
enlightenment NN 2
typewriter NN 10
prizes NNS 6
Maynor NP 1
hopped VBD 5
two-by-four NN 1
Geneva NP 14
Hoak NP 1
prized VBN 2
jean-Paul NP 1
Lukuklu NP 1
Bellamy's NP$ 1
9a CD 1
9b CD 1
Yehudi NP 1
vestments NNS 1
9e CD 1
Hoag NP 11
memberships NNS 2
24-year-old NN 1
slingshot NN 1
nickel-iron NN 2
women-trodden JJ 1
carborundum NN 1
assented VBN 1 VBD 2
9N CD 1
catalogued VBN 3 VBD 1
inconsequential JJ 3
chronology NN 5
Pacific JJ 24 NP 7
prowazwki NP 1
99 CD 8
Teddy NP 2
beatie NP 1
catalogues NNS 3
98 CD 3
hence RB 58
entertained VBN 7 VBD 4
97 CD 4
96 CD 5
95 CD 6
94 CD 2
93 CD 3
92 CD 3
91 CD 1
dedication NN 20
90 CD 11
gannon NP 1
9' NNS 1
Villa NP 3
ensign NN 2
aunt's NN$ 1
88 CD 1
entertainer NN 2
shack-up JJ 1
Products NNS 13
shocker NN 1
shocked VBN 17 VBD 2
$3,500 NNS 1
witnesses NNS 19
Geodetic JJ 1
splurge NN 1
marina NP 1 NN 3
Soviets' NPS$ 1
coroner's NN$ 4
stilted JJ 2
eagle NN 4
implication NN 10
senders NNS 1
property NN 154
witnessed VBN 6 VBD 7
Christsake VB 1
revolving VBG 6
job-seekers NNS 1
Burr NP 5
miffed VBN 1
mortification NN 1
A.I.D. NP 1
pretty JJ 41 QL 61
Bury VB 1 NP 1
switch-hitter NN 1
laborers NNS 6
Beckman NP 1
Domitian's NP$ 1
hatchway NN 2
Buri NP 3
densitometry NN 1
marine JJ 6 NN 35
locally RB 11
thumping VBG 4 NN 1
modulations NNS 1
Puttin' VBG 1
coffeecup NN 1
rules NNS 73 VBZ 3
ruler NN 3
ruled VBN 18 VBD 13
manual JJ 7 NN 1
readjustment NN 2
malleable JJ 1
epicycle NN 1
anaesthesia NN 1
Da NP 9
Steinkerque NP 1
registrants' NNS$ 1
DU NN 1
warehouse NN 4
E. JJ 1 NP 85
arch-opponent NN 1
wrongly RB 1
initials NNS 3
Co NN 2
Cr NN 3
systematic JJ 18
self-respect NN 4
reservoirs NNS 3
Ed NP 11
calming VBG 2
Du NP 53 IN+AT 8
astonished VBN 5 VBD 1
Do DO 41 NP 1 NN 1
vigilant JJ 2
F. NP 56
One-Step NN 1
De IN 20 NP 50
six-inch JJ 1
annoying JJ 6
damning VBG 1
Di NP 21
Riverview NP 1
sander NN 1
GE NN 2
mortars NNS 2
Fe NP 7
sacrificial JJ 2
scandal NN 6
rival VB 2 JJ 5 NN 4
GA NN 1
pastors NNS 6
En IN 2
FN NN 2
paraphrasing VBG 1
historiography NN 2
client-service NN 1
heiress NN 1
FM NN 2
G. NP 40
El AT 1 NP 17
Eh UH 3
Marietta NP 2
well-bred JJ 1
C'mon UH 1
Burton's NP$ 2
malignancies NNS 1
larder NN 1
Cleaned VBD 1
slaves NNS 44
coronaries NNS 1
accidental-war JJ 1
Cleaner NN 1
school-age NN 1
H. NP 69
austin's NP$ 1
circuits NNS 4
four-sided JJ 1
Hold VB 4
carpentry NN 4
contaminating VBG 1
abortive JJ 3
fateful JJ 3
A. NP 106
assonance NN 1
rebut VB 6
Miguel NP 1
monitor NN 1
Home NR 3 NP 1 NN 13
Swedes NPS 2
fly-boy NN 1
Holy JJ 31 NN 1
jemela NP 1
tentacles NNS 2
AD NP 1
AA NP 1
AB NP 1 NN 1
craftsmanship NN 5
AF NN 1
congressman NN 8
aesthetics NN 1
AL NP 1
Hon. JJ 4
AP NP 14
Hole NP 1 NN 2
spiritually RB 7
B. NP 75
AM NP 1 NN 8
Windsor NP 2
Sweden NP 10
BW NN 5
disparate JJ 4
Ax NN 1
Aw QL 1 UH 2
dack-rihs NNS 1
tidiness NN 1
At IN 22
As IN 4 CS 17 QL 8
toadyism NN 1
CB NP 1
intranasal JJ 1
Burkette NP 1
C' NN 5
Af NIL 1 NN 978
BG NP 1 NN 1
Ah PPSS 7 UH 5
storyline NN 2
Ad IN 1
Am BEM 1
An AT 15
Ai NP 1
Aj NP 11 NN 107
biceps NN 3
Al NP 11
C. NIL 1 NP 91
By IN 18
D8 NN 1
CV NN 1
neuromuscular JJ 1
Herter NP 3
DC NN 6
wronged VBN 1
DA NN 5
reappearance NN 2
eastward RB 4
$3,825 NNS 1
never RB 686 QL 3
unnerving VBG 1
CH NN 2
Be BE 8 UH 1
D' NN 5
CD NP 1 NN 7
CO NN 3
Bo NP 1
D. NP 64
contamination NN 4
calcium NN 11
motionless JJ 7
Ku NP 3
govern VB 7
manure NN 6
Hook NP 1
Hoot NP 7
LM NN 1
M. NP 61
surface-declaring JJ 1
Potowomut NP 1
LP NP 1 NN 1
Langhorne NP 1
hydrostatic JJ 1
Le AT 4 NP 3
MF NN 1
N' NN 6
authenticity NN 8
lance NN 3
Hope NP 4 NN 4
doctors NNS 28
underarm NN 1
Tygartis NP 1
La AT 23 NP 17
N. JJ 2 NP 26
Lo NP 21
bugler NN 1
MS NP 1 NN 1
Me PPO 15
Mi PPO 1 NP 1 NN 1
haunches NNS 5
O. NP 28
Church NP 2 NN 121
Ma CC 1 NN 13
Katie's NP$ 2
NC NN 1
NE NP 2 NN 3
lands NNS 23 VBZ 1
anemic JJ 1
personification NN 3
My PP$ 53 NP 2
anemia NN 5
NW NN 4
Giles NP 7
Homo NN 1
NS NN 6
P. NP 39 NN 4
McCone NP 1
OK JJ 1 RB 4
unless CS 100
disheartening VBG 1
OH NN 3
Incidentally RB 1
P' NN 1
hierarchy NN 9
coahse NN 1
Hone NP 2
Hong NP 9
cleansed VBD 1
appearances NNS 14
No AT 33 RB 76
areosol NN 1
Grenville NP 1
dreaded VBN 1 VBD 1
PM NP 1 NN 1
Cranes NNS 1
Q. NP 2
decorticated VBN 1
On IN 32 RP 1
Oh UH 79
Of IN 193
marital JJ 10
Hood NP 1
I. NP 16
Go VB 13
helmet NN 1
Tonight NR 1
inherits VBZ 1
father-and-son JJ 1
fastidious JJ 3
He PPS 123
Hi UH 6
approve VB 14
J. NP 113
locking VBG 31
IQ NP 1
Durocher NP 1
one-dumbbell NN 1
cheerfully RB 5
owned VBN 19 VBD 15
Lolotte's NP$ 1
hitching VBG 3
Houk NP 3
$900 NNS 3
JA NN 1
3.25'' NNS 1
owner NN 33
If CS 71
Io NP 1
In IN 97
K. NP 17
Il AT 1 PPS 1 NP 1
disorderliness NN 1
nadine NP 1
raincoats NNS 2
Is BEZ 34
It PPO 2 PPS 109
lever-action NN 3
sacrificing VBG 2
Hord NP 1
effectiveness NN 32
Fuhrer NP 1
three-quarters NNS 4
Nolan NP 1
KC NP 1 NN 3
Jo NP 6
annual JJ 89 NN 1
L. NP 53
Horn NP 7 NN 10
agreement NN 80
creeper NN 1
Seaboard NN 4
airmen NNS 1
optimizing VBG 1
Ammunition NN 1
KV NN 1
husband-stealer NN 1
Hose NN 1
subroutine NN 1
looted VBN 2 VBD 1
abortion NN 6
swift-footed JJ 1
$9.2 NNS 1
Missiles NNS 1
LD NIL 1 NP 2
bricklaying NN 3
Us PPO 1
Histories NNS 2
Condition NN 2
command's NP$ 1
one-plane NN 1
Up IN 1 RP 4
Um UH 2
W. JJ 1 NP 77
Vattern NP 1
countries NNS 148
Uh IN 1 UH 2
coiffure NN 1
Speedy JJ 1
VA NN 10
Rankin's NP$ 1
waterways NNS 3
submarine JJ 11 NN 15
Garth's NP$ 4
annisberg NP 1
Rising VBG 1
awfully QL 10
US NN 4
never-predictable JJ 1
Hoxa NP 1
V. NP 14
UN NP 1 NN 10
revenues NNS 26
To IN 31 TO 28
modifications NNS 6
Ti NP 1
UK NN 1
Croix NP 1
standby JJ 1 NN 2
incest NN 13
legitimately RB 2
Antony NP 2
unauthorized JJ 2
courteous JJ 6
filigree NN 1
TV NP 5 NN 34
Howe NP 10
lessened VBN 6 VBD 3
Wu NP 1
Howl NN 1
reserving VBG 4
superimpose VB 4
messages NNS 16
Y. NP 7
Antone NP 1
We PPSS 127
dresser NN 1
madmen NNS 3
watson-Watt's NP$ 1
dresses NNS 10
depending IN 29 VBG 3
lymph NN 2
ramey's NP$ 1
machinegun NN 1
editions NNS 9
housebreaking NN 1
dressed VBN 26 VBD 10
brain-wracking JJ 1
optimism NN 15
bull-roaring JJ 1
reckless JJ 9
equalization NN 1
pre-employment JJ 1
apothecary NN 3
Hafiz NP 2
Syrian JJ 1
war-dirty JJ 1
slackened VBN 2 VBD 1
demons NNS 7
sneezing VBG 1
Simplex NP 1
Chicken NN 4
loincloth NN 1
pliable JJ 1
S. NIL 1 JJ 2 NP 112
Yokuts NP 7
Emmerich NP 2
quadratic JJ 2
RA NN 1
Cleanth NP 1
clobbered VBD 1
rebel VB 3 NN 8
Wailbri NP 1
Pe NP 1
imagine VB 59
Pa NN 13
upperclassmen NNS 1
redder JJR 3
economy JJ 1 NN 78
Pm NN 1
R. NP 56
Po NP 1
Pi NP 1
imaging NN 2
absorbency NN 1
bestowed VBN 4 VBD 3
scairt VBN 1
PQ NN 1
Q3 NN 1
Or CC 7
swoops NNS 1 VBZ 1
totaled VBN 1 VBD 6
Se PPL 1
Si NP 1
Residential JJ 2
nation-states NNS 1
Unoccupied JJ 1
U. NP 58 NN 1
TR NP 1 NN 3
Sp NN 2
So CS 5 RB 14 QL 6 UH 1
collector NN 7
SS NP 1 NN 3
madman NN 2
SW NN 3
objector NN 2
omnipotence NN 1
bicycle-auto JJ 1
sounds NNS 32 VBZ 20
formation NN 37
peeling VBG 6
SD NN 1
Re NN 2
SE NN 1
Raphael NP 4
Viola NP 9
SH NN 2
Tyson NP 1
moreover RB 88
Rh NN 5
regret VB 6 NN 3
T. NP 26
outsized JJ 1
SR NP 2 NN 3
conventionally RB 1
brassiere NN 2
confidently RB 2
Herzfeld NP 1
Sober NP 3
intolerant JJ 1
Hoyt NP 4
Monilia NP 1
architects NNS 8
